069960,현대백화점,"17,926",346.1
011210,현대위아,"16,970","5,549.5"
004800,효성,"18,016","2,220.1"
009240,한샘,"17,203","1,057.3"
120110,코오롱인더,"16,979","1,608.4"
003090,대웅,"17,210","1,968.7"
007310,오뚜기,"16,065",857.1
014820,동원시스템즈,"15,528",554.5
051600,한전KPS,"16,065",354.2
000150,두산,"17,350","27,073.8"
010780,아이에스동서,"16,466","3,841.8"
006260,LS,"15,392","15,643.1"
020560,아시아나항공,"14,138","5,028.3"
005300,롯데칠성,"15,032","1,588.5"
017800,현대엘리베이,"15,122","4,372.0"
001230,동국제강,"14,983","2,690.6"
042670,현대두산인프라코어,"13,031","16,634.6"
079550,LIG넥스원,"14,080",510.0
000210,DL,"12,448","11,347.8"
000240,한국앤컴퍼니,"12,579","1,256.8"
178920,PI첨단소재,"12,628",758.4
001440,대한전선,"12,804","1,305.6"
019170,신풍제약,"15,392",558.0
010120,LS ELECTRIC,"12,795","6,832.3"
032350,롯데관광개발,"12,366",581.9
005850,에스엘,"11,472","1,331.1"
009900,명신산업,"12,357",884.7
000670,영풍,"12,010","2,044.9"
013890,지누스,"11,708",967.5
003240,태광산업,"11,323","2,713.4"
073240,금호타이어,"11,246","1,557.5"
185750,종근당,"11,532","1,236.6"
006650,대한유화,"10,888","2,497.8"
005250,녹십자홀딩스,"10,934","4,475.7"
001740,SK네트웍스,"11,020","8,613.3"
031430,신세계인터내셔날,"10,567",267.5
001120,LX인터내셔널,"11,182","6,899.9"
079160,CJ CGV,"10,263","6,809.4"
294870,HDC현대산업개발,"10,446","5,266.2"
016380,KG동부제철,"10,301",202.4
192820,코스맥스,"9,613","1,025.1"
161890,한국콜마,"10,594","3,771.7"
009420,한올바이오파마,"9,873",42.0
241590,화승엔터프라이즈,"10,055","2,460.2"
192080,더블유게임즈,"9,059",600.3
105630,한세실업,"8,720",967.3
114090,GKL,"9,062","1,018.9"
001800,오리온홀딩스,"8,896","3,867.3"
020000,한섬,"8,670",433.9
004490,세방전지,"8,862","1,366.0"
069260,휴켐스,"9,034",288.4
103140,풍산,"8,856",793.7
003520,영진약품,"8,687",4.3
003850,보령제약,"8,552",255.3
284740,쿠쿠홈시스,"8,481",416.3
005440,현대그린푸드,"8,129",762.9
006040,동원산업,"7,870","1,712.1"
001680,대상,"7,726","5,065.4"
003000,부광약품,"8,243",792.9
006120,SK디스커버리,"7,758","1,325.8"
000070,삼양홀딩스,"7,134","1,875.8"
057050,현대홈쇼핑,"7,068","1,349.7"
049770,동원F&B,"6,561",467.8
002350,넥센타이어,"6,153","2,601.0"
064960,SNT모티브,"6,332","2,428.4"
192400,쿠쿠홀딩스,"6,241",254.3
